seqid,uniprot
SeqId_8228_10,Q99LC4
SeqId_8229_1,Q4G148
SeqId_8231_122,P17948
SeqId_8233_2,Q86UX2
SeqId_8235_48,P05060
SeqId_8236_8,Q8TCD1
SeqId_8237_56,Q6X4U4
SeqId_8242_9,P0C7M8
SeqId_8243_55,P00995
SeqId_8244_16,Q9BYC5
SeqId_8245_27,Q9UMF0
SeqId_8248_222,Q08ET2
SeqId_8249_124,Q9UM73
SeqId_8250_2,Q12913
SeqId_8252_2,Q6P988
SeqId_8253_2,Q8WZA1
SeqId_8255_34,Q9Y6F6
SeqId_8258_22,Q8NBZ7
SeqId_8259_25,Q99LC4
SeqId_8260_13,Q99LC4
SeqId_8261_51,P27105
SeqId_8263_64,Q8TAI1
SeqId_8265_225,P42167
SeqId_8268_98,Q9Y663
SeqId_8269_327,Q6UWY0
SeqId_8271_24,Q99LC4
SeqId_8272_22,P56937
SeqId_8273_84,Q8NI17
SeqId_8274_64,O15400
SeqId_8275_31,Q5VY43
SeqId_8282_15,Q99LC4
SeqId_8285_64,P18509
SeqId_8286_44,Q99LC4
SeqId_8288_27,P02749
SeqId_8289_8,Q14956
SeqId_8290_1,Q99LC4
SeqId_8296_117,Q7Z4H8
SeqId_8297_8,Q8IXB1
SeqId_8298_8,Q8WWF3
SeqId_8299_66,P59901
SeqId_8300_82,O75381
SeqId_8303_102,Q9HB07
SeqId_8304_50,O00300
SeqId_8305_18,Q8IWU5
SeqId_8306_54,O14668
SeqId_8307_47,Q9H3H3
SeqId_8309_12,Q12794
SeqId_8310_6,Q96DA0
SeqId_8315_5,Q8N690
SeqId_8316_36,Q99LC4
SeqId_8318_13,Q7Z699
SeqId_8320_5,Q9NWH9
SeqId_8321_27,Q8N446
SeqId_8323_163,Q07654
SeqId_8325_37,P08319
SeqId_8326_63,Q6IA17
SeqId_8327_26,Q9H4A9
SeqId_8328_9,Q9HBU6
SeqId_8334_65,Q8WWU5
SeqId_8336_267,Q8IYS0
SeqId_8337_65,Q92729
SeqId_8340_9,Q30KQ9
SeqId_8343_224,Q9BWT3
SeqId_8345_27,Q96SL4
SeqId_8346_9,Q9UHL4
SeqId_8347_222,Q9H1M3
SeqId_8351_17,Q6UWY2
SeqId_8352_26,Q96PQ1
SeqId_8353_15,O60939
SeqId_8355_80,B1AKI9
SeqId_8356_88,P01178
SeqId_8357_43,Q9BR01
SeqId_8358_30,P30048
SeqId_8360_169,O76036
SeqId_8363_18,A8MWY0
SeqId_8364_74,Q9Y2C2
SeqId_8366_19,Q9H7X2
SeqId_8367_142,Q86XK7
SeqId_8368_102,P20333
SeqId_8369_102,Q14118
SeqId_8372_29,Q96JP9
SeqId_8374_5,P08138
SeqId_8376_25,P01229
SeqId_8377_87,Q99LC4
SeqId_8378_3,O95751
SeqId_8380_244,P80370
SeqId_8381_18,Q99LC4
SeqId_8382_47,Q8IW41
SeqId_8383_20,C9JXX5
SeqId_8386_11,Q8WXA2
SeqId_8388_24,Q9UBP0
SeqId_8389_8,Q0VAA2
SeqId_8390_25,P24310
SeqId_8391_12,Q30KQ5
SeqId_8394_56,P10153
SeqId_8396_42,Q6GMR7
SeqId_8397_147,Q6ZRP7
SeqId_8398_277,P49788
SeqId_8399_6,O94768
SeqId_8400_74,P07492
SeqId_8402_22,Q9NRR1
SeqId_8403_18,P49327
SeqId_8404_102,Q9H3K6
SeqId_8405_108,O14672
SeqId_8406_17,P05019
SeqId_8409_3,Q6UXX9
SeqId_8424_269,P35222
SeqId_8427_118,Q9BXY4
SeqId_8428_102,Q9P121
SeqId_8429_16,Q9Y2T1
SeqId_8443_9,P11006
SeqId_8444_3,P11006
SeqId_8444_46,P11006
SeqId_8445_184,P68408
SeqId_8445_54,P68408
SeqId_8446_4,P18509
SeqId_8447_11,Q9UBU3
SeqId_8449_103,P26349
SeqId_8449_124,P26349
SeqId_8450_36,P18509
SeqId_8458_111,P37840
SeqId_8459_10,P22004
SeqId_8462_18,P01241
SeqId_8464_31,Q2I0M5
SeqId_8465_52,P09668
SeqId_8467_9,P09529
SeqId_8468_19,P07288
SeqId_8469_41,P18065
SeqId_8470_213,O60930
SeqId_8471_53,NA
SeqId_8476_11,P10645
SeqId_8479_4,P09238
SeqId_8480_29,Q12805
SeqId_8481_26,P10584
SeqId_8481_44,P10584
SeqId_8482_39,P33183
SeqId_8483_5,P08659
SeqId_8484_24,P41159
SeqId_8485_7,Q14145
SeqId_8518_55,Q99LC4
SeqId_8520_8,Q9UKF2
SeqId_8529_1,O14763
SeqId_8535_102,Q6E0U4
SeqId_8556_5,Q9H6L5
SeqId_8565_160,Q9BX97
SeqId_8569_147,Q9NVJ2
SeqId_8578_45,Q99LC4
SeqId_8587_21,Q6IE38
SeqId_8589_13,Q9H5V8
SeqId_8595_75,Q99LC4
SeqId_8597_1,Q9P0T7
SeqId_8601_167,Q07954
SeqId_8606_39,Q14956
SeqId_8613_97,Q99LC4
SeqId_8619_12,Q99LC4
SeqId_8631_13,Q96PL5
SeqId_8633_18,Q8TEB7
SeqId_8634_187,Q99LC4
SeqId_8635_283,Q9BS86
SeqId_8646_61,Q86VH4
SeqId_8653_132,Q9NNZ3
SeqId_8654_13,O14672
SeqId_8659_68,O95866
SeqId_8660_5,Q9NRN5
SeqId_8664_36,Q504Y2
SeqId_8667_42,Q99LC4
SeqId_8671_378,Q8IUR0
SeqId_8675_79,Q99LC4
SeqId_8681_93,O15173
SeqId_8686_342,Q53FT3
SeqId_8687_26,Q9NUM4
SeqId_8690_25,P56539
SeqId_8696_15,Q99999
SeqId_8697_38,P35052
SeqId_8699_43,Q9NZV1
SeqId_8700_325,Q8NCW6
SeqId_8748_45,P04233
SeqId_8749_194,P15813
SeqId_8750_46,P18206
SeqId_8752_6,Q99LC4
SeqId_8754_5,P48645
SeqId_8755_202,Q99LC4
SeqId_8756_41,Q9UJ90
SeqId_8758_2,Q9UN72
SeqId_8759_29,Q9NPC4
SeqId_8760_10,Q9BTE7
SeqId_8761_7,Q99LC4
SeqId_8766_29,A6NI73
SeqId_8767_44,P42892
SeqId_8768_4,O95999
SeqId_8769_30,Q99LC4
SeqId_8770_136,Q99LC4
SeqId_8772_5,P52799
SeqId_8773_172,Q9NT22
SeqId_8775_61,Q8N5W8
SeqId_8776_10,O75477
SeqId_8777_5,Q99LC4
SeqId_8778_3,Q13253
SeqId_8780_2,Q9P2E7
SeqId_8783_216,Q99LC4
SeqId_8784_7,Q6UWZ7
SeqId_8785_1,Q96C12
SeqId_8786_6,Q6P995
SeqId_8787_21,Q99LC4
SeqId_8791_151,P35218
SeqId_8792_17,Q99LC4
SeqId_8793_13,Q99LC4
SeqId_8794_13,P16444
SeqId_8795_48,P02786
SeqId_8800_14,Q96AE7
SeqId_8802_24,Q99LC4
SeqId_8803_61,Q15223
SeqId_8804_39,Q9P218
SeqId_8806_18,Q99LC4
SeqId_8807_13,Q13596
SeqId_8808_90,Q99LC4
SeqId_8810_26,Q14CZ8
SeqId_8811_24,Q13145
SeqId_8813_160,P10599
SeqId_8814_33,Q6NUJ1
SeqId_8815_1,Q6UWY5
SeqId_8817_29,Q7Z7K6
SeqId_8818_13,P38484
SeqId_8820_2,Q99LC4
SeqId_8822_163,Q99LC4
SeqId_8824_2,Q99LC4
SeqId_8825_4,Q9UKJ1
SeqId_8828_21,Q6NXG1
SeqId_8832_55,Q10589
SeqId_8833_20,P50591
SeqId_8834_58,P27824
SeqId_8837_8,O75121
SeqId_8838_10,Q6P4E1
SeqId_8839_4,O75431
SeqId_8840_61,P09871
SeqId_8841_65,Q8IUL8
SeqId_8842_16,Q8IYS0
SeqId_8843_34,Q9Y2G1
SeqId_8845_2,O15072
SeqId_8850_5,Q5R387
SeqId_8852_10,Q8TAQ9
SeqId_8853_2,Q9UMR7
SeqId_8858_21,Q9NR55
SeqId_8859_51,O75493
SeqId_8863_3,P27986
SeqId_8864_59,Q5EE01
SeqId_8866_53,Q9NXS2
SeqId_8867_18,P09466
SeqId_8868_4,Q99LC4
SeqId_8869_5,Q7KYR7
SeqId_8870_38,P06748
SeqId_8872_1,P60059
SeqId_8874_53,O75503
SeqId_8876_51,P58401
SeqId_8877_22,P58658
SeqId_8878_48,Q96MU7
SeqId_8882_1,P78536
SeqId_8885_6,Q8IZS8
SeqId_8887_21,Q9Y266
SeqId_8888_33,A6NGZ8
SeqId_8889_5,Q9ULG6
SeqId_8890_9,Q14DG7
SeqId_8891_7,Q9H3G5
SeqId_8892_14,Q5VY43
SeqId_8893_29,P09874
SeqId_8894_80,Q99729
SeqId_8897_3,A6NM11
SeqId_8898_19,Q99LC4
SeqId_8899_75,Q9HAW9
SeqId_8900_28,Q92859
SeqId_8901_40,P61981
SeqId_8903_1,P09669
SeqId_8905_20,Q9NPA1
SeqId_8906_60,Q8N967
SeqId_8907_11,P0DTE4
SeqId_8908_14,Q9UJ90
SeqId_8909_77,P46926
SeqId_8913_22,Q96RL6
SeqId_8916_32,Q13586
SeqId_8918_64,Q14289
SeqId_8921_139,Q86U42
SeqId_8922_4,Q9ULS5
SeqId_8923_94,Q8N428
SeqId_8924_55,Q9NYX4
SeqId_8925_25,Q7LG56
SeqId_8927_6,E0CX11
SeqId_8929_7,A6H8Y1
SeqId_8931_124,P27469
SeqId_8932_1,O75354
SeqId_8933_84,Q06413
SeqId_8935_22,O95255
SeqId_8941_4,Q9NZ94
SeqId_8942_2,Q7Z2W9
SeqId_8944_42,Q99LC4
SeqId_8945_7,Q15018
SeqId_8946_38,Q96RI1
SeqId_8947_268,Q99LC4
SeqId_8948_13,Q9H013
SeqId_8949_3,Q99LC4
SeqId_8950_4,Q9UQC9
SeqId_8951_162,Q6UVK1
SeqId_8953_47,P51858
SeqId_8954_30,Q92918
SeqId_8955_60,Q68CQ7
SeqId_8956_96,Q96GP6
SeqId_8957_72,Q96DZ1
SeqId_8958_51,O00533
SeqId_8959_61,P78536
SeqId_8960_3,Q6P179
SeqId_8962_48,P23443
SeqId_8963_8,Q9UEU0
SeqId_8964_14,Q99LC4
SeqId_8967_6,Q9BV47
SeqId_8969_49,P08571
SeqId_8970_9,O43353
SeqId_8971_9,Q9ULB1
SeqId_8973_23,Q96PJ5
SeqId_8974_172,P39059
SeqId_8975_26,Q92600
SeqId_8976_13,Q00973
SeqId_8978_30,Q8IVH8
SeqId_8979_1,Q99LC4
SeqId_8980_19,Q6Q8B3
SeqId_8982_65,P49746
SeqId_8983_7,Q8NBJ4
SeqId_8985_13,Q96JX3
SeqId_8989_40,Q8IWY4
SeqId_8990_42,P54709
SeqId_8991_115,Q96PJ5
SeqId_8992_1,Q9UHN6
SeqId_8993_151,O43353
SeqId_8994_65,Q9P0V8
SeqId_8998_15,Q9Y661
SeqId_8999_19,P40198
SeqId_9000_177,Q07837
SeqId_9002_36,Q86U17
SeqId_9003_99,Q9UEW3
SeqId_9004_24,O15165
SeqId_9005_16,Q9UIW2
SeqId_9008_6,O14668
SeqId_9010_3,Q99LC4
SeqId_9012_1,O94906
SeqId_9014_18,Q86YD3
SeqId_9015_1,Q9Y2Y8
SeqId_9016_12,P55055
SeqId_9017_58,P09848
SeqId_9018_38,Q9P2E7
SeqId_9021_1,Q96D42
SeqId_9022_49,Q7Z7B7
SeqId_9023_9,Q99LC4
SeqId_9025_5,Q9NZD4
SeqId_9026_40,Q6UX41
SeqId_9027_10,Q8NFZ4
SeqId_9028_5,Q9NVV4
SeqId_9030_56,A1L188
SeqId_9032_30,P08922
SeqId_9035_2,P50539
SeqId_9037_1,Q9P2W9
SeqId_9038_12,O76095
SeqId_9039_47,Q5JTV8
SeqId_9040_144,Q9UM22
SeqId_9043_7,Q9UBB9
SeqId_9044_1,Q8WYK1
SeqId_9045_3,O14975
SeqId_9046_46,Q99LC4
SeqId_9049_2,O15427
SeqId_9050_170,Q9BUV0
SeqId_9051_13,P24001
SeqId_9053_16,P52943
SeqId_9054_8,Q99LC4
SeqId_9055_81,P0CAP1
SeqId_9057_19,Q16186
SeqId_9058_1,Q9BVV7
SeqId_9059_14,Q92565
SeqId_9060_27,Q9UPX0
SeqId_9061_3,O15013
SeqId_9063_9,Q99LC4
SeqId_9064_12,Q9Y6U7
SeqId_9067_152,Q99LC4
SeqId_9068_17,Q5VZ66
SeqId_9070_1,Q0P5P2
SeqId_9073_35,Q99LC4
SeqId_9074_6,Q96IV6
SeqId_9075_121,Q9UPX6
SeqId_9076_25,P01210
SeqId_9077_10,O60476
SeqId_9078_207,Q13884
SeqId_9080_1,Q99LC4
SeqId_9081_39,Q99726
SeqId_9082_25,Q5TEA6
SeqId_9087_8,Q5JS37
SeqId_9088_20,Q99LC4
SeqId_9089_77,Q8WXH2
SeqId_9090_9,Q96C24
SeqId_9092_33,O95841
SeqId_9094_5,Q8WTT0
SeqId_9095_5,Q15390
SeqId_9097_5,Q6UXG2
SeqId_9099_19,O00445
SeqId_9100_32,Q6UWT4
SeqId_9102_28,Q5T4F4
SeqId_9106_87,Q5XG99
SeqId_9107_59,Q8N2F6
SeqId_9108_48,Q99LC4
SeqId_9110_2,Q9BSW7
SeqId_9111_40,Q96JJ6
SeqId_9114_84,Q5DID0
SeqId_9115_78,O15204
SeqId_9116_28,A8MVW5
SeqId_9117_4,Q9NZH8
SeqId_9118_7,Q9BQI7
SeqId_9121_28,Q10981
SeqId_9122_8,Q99LC4
SeqId_9123_18,Q8N350
SeqId_9125_23,P48740
SeqId_9126_171,Q86UY8
SeqId_9127_4,P58743
SeqId_9128_34,Q9NZU0
SeqId_9168_31,Q9Y258
SeqId_9170_24,Q16552
SeqId_9171_11,P50461
SeqId_9172_69,P22894
SeqId_9173_21,P36871
SeqId_9175_48,O60469
SeqId_9176_3,P15941
SeqId_9177_6,P58499
SeqId_9178_30,Q02297
SeqId_9180_6,P38484
SeqId_9182_3,Q07954
SeqId_9183_7,P17181
SeqId_9185_15,P04155
SeqId_9187_2,P05114
SeqId_9188_119,Q07325
SeqId_9190_7,P08962
SeqId_9191_8,Q03403
SeqId_9196_8,P47929
SeqId_9197_4,O00182
SeqId_9199_6,P60604
SeqId_9201_13,P37802
SeqId_9202_309,P48047
SeqId_9204_33,P01189
SeqId_9207_60,O95825
SeqId_9211_19,P36955
SeqId_9212_22,Q9UBX1
SeqId_9213_24,O95954
SeqId_9215_117,Q9UHP3
SeqId_9216_100,O15031
SeqId_9219_70,Q9UMX5
SeqId_9220_7,P54753
SeqId_9221_6,Q6GPH6
SeqId_9223_11,P55145
SeqId_9226_6,Q71RG4
SeqId_9229_9,P40313
SeqId_9231_23,Q9NX62
SeqId_9233_71,P48307
SeqId_9234_8,Q9GZX9
SeqId_9235_3,Q8IUK5
SeqId_9237_54,P11117
SeqId_9241_40,Q9P1W8
SeqId_9243_10,Q8N1E2
SeqId_9244_27,P50897
SeqId_9246_1,Q99LC4
SeqId_9248_36,Q969H8
SeqId_9249_17,Q9P0T7
SeqId_9251_28,Q9Y2E5
SeqId_9253_52,P16442
SeqId_9254_18,P12319
SeqId_9255_5,Q9P0M4
SeqId_9256_78,Q15818
SeqId_9257_14,Q9BSH4
SeqId_9258_14,Q99LC4
SeqId_9263_57,Q9HAT2
SeqId_9264_11,P43234
SeqId_9265_10,P48060
SeqId_9266_1,Q9NP99
SeqId_9267_2,Q9UI42
SeqId_9271_101,Q13586
SeqId_9275_2,O15389
SeqId_9276_7,P48052
SeqId_9278_9,P48061
SeqId_9281_50,Q99LC4
SeqId_9282_12,P16562
SeqId_9283_8,P16070
SeqId_9287_6,P35270
SeqId_9288_7,Q9Y680
SeqId_9290_8,Q96TC7
SeqId_9294_45,P55001
SeqId_9296_15,P23468
SeqId_9297_12,Q7Z7M8
SeqId_9302_90,Q8TAE8
SeqId_9306_7,Q96PH6
SeqId_9310_2,P10966
SeqId_9312_8,P25311
SeqId_9313_27,P23435
SeqId_9314_9,Q15238
SeqId_9315_16,Q969V5
SeqId_9316_67,Q9HC57
SeqId_9317_4,Q8N386
SeqId_9319_59,Q7Z7H5
SeqId_9321_400,P08949
SeqId_9322_15,Q15293
SeqId_9326_33,P19823
SeqId_9327_3,Q8N2G4
SeqId_9329_28,Q86YW5
SeqId_9332_6,Q30KP8
SeqId_9333_59,Q96DN0
SeqId_9335_28,Q00887
SeqId_9337_43,P20366
SeqId_9338_2,Q99LC4
SeqId_9339_204,P26885
SeqId_9340_17,Q9NWM8
SeqId_9341_1,Q9GZP0
SeqId_9343_16,P14784
SeqId_9345_436,Q8IUB5
SeqId_9347_13,Q99LC4
SeqId_9348_1,Q9NZP8
SeqId_9350_3,Q6MZW2
SeqId_9353_8,Q99LC4
SeqId_9355_26,Q99LC4
SeqId_9357_4,O75629
SeqId_9358_3,Q99LC4
SeqId_9359_9,Q6UY11
SeqId_9360_33,O43854
SeqId_9361_7,Q9Y5I4
SeqId_9362_11,Q99LC4
SeqId_9363_11,Q8WUE5
SeqId_9365_91,Q5T1H1
SeqId_9366_54,Q9HBE5
SeqId_9368_64,Q9HBL6
SeqId_9369_174,Q9HCJ2
SeqId_9370_69,Q92820
SeqId_9372_157,O60487
SeqId_9373_405,Q99LC4
SeqId_9374_24,Q16517
SeqId_9377_25,P21583
SeqId_9378_6,Q8N539
SeqId_9379_248,Q96HG1
SeqId_9380_2,Q9BX93
SeqId_9383_24,Q15782
SeqId_9384_17,P49913
SeqId_9385_4,P10253
SeqId_9386_42,Q8N6N2
SeqId_9387_13,Q99LC4
SeqId_9388_18,Q96PE7
SeqId_9389_12,Q99LC4
SeqId_9391_60,Q9UHG2
SeqId_9392_43,Q9UM21
SeqId_9394_19,Q9Y646
SeqId_9398_30,Q9UBC7
SeqId_9401_57,Q86V40
SeqId_9402_18,Q8N8Z6
SeqId_9409_11,Q15661
SeqId_9412_52,Q13705
SeqId_9416_77,P14384
SeqId_9439_454,Q99LC4
SeqId_9443_137,P43235
SeqId_9444_70,Q14129
SeqId_9445_44,Q8NEA5
SeqId_9449_150,P04003
SeqId_9450_18,O14519
SeqId_9451_20,P07911
SeqId_9453_12,P49765
SeqId_9457_3,P51636
SeqId_9459_7,P25445
SeqId_9463_26,Q99LC4
SeqId_9467_24,Q99LC4
SeqId_9468_8,Q12907
SeqId_9470_15,Q5JXM2
SeqId_9474_22,P07307
SeqId_9475_22,O75715
SeqId_9478_69,Q14558
SeqId_9482_110,Q9BW91
SeqId_9484_75,Q14126
SeqId_9486_13,Q8N687
SeqId_9487_60,P01286
SeqId_9490_3,Q8N8J7
SeqId_9491_13,Q99LC4
SeqId_9492_5,Q99LC4
SeqId_9493_56,Q99LC4
SeqId_9495_10,Q6UXB2
SeqId_9497_3,Q99LC4
SeqId_9500_5,Q99LC4
SeqId_9503_1,Q5H8A3
SeqId_9504_19,P51159
SeqId_9506_10,O14791
SeqId_9508_104,Q99LC4
SeqId_9509_4,Q9NVV0
SeqId_9511_61,O95156
SeqId_9512_24,Q99LC4
SeqId_9513_9,Q9HCT0
SeqId_9518_95,Q53H76
SeqId_9522_3,O95831
SeqId_9523_34,Q9NQX7
SeqId_9524_46,Q6ZUB0
SeqId_9525_1,Q13308
SeqId_9526_3,A2RUU4
SeqId_9530_6,Q99LC4
SeqId_9531_24,O00453
SeqId_9532_5,Q9NX94
SeqId_9535_14,Q99LC4
SeqId_9536_16,Q14507
SeqId_9539_25,Q99LC4
SeqId_9541_15,Q9Y5Z6
SeqId_9543_131,Q96MW5
SeqId_9544_24,Q9H7B7
SeqId_9545_156,P49863
SeqId_9547_29,Q96A84
SeqId_9550_153,Q96AE7
SeqId_9557_5,Q9H8J5
SeqId_9561_21,P13611
SeqId_9565_6,Q96IZ0
SeqId_9566_103,Q99LC4
SeqId_9568_289,Q8WWV6
SeqId_9573_108,Q6PKC3
SeqId_9574_11,O00499
SeqId_9576_58,P50219
SeqId_9577_26,Q8N9I0
SeqId_9578_263,A6NHS7
SeqId_9579_59,Q9BZD6
SeqId_9580_5,Q13753
SeqId_9581_4,O94906
SeqId_9582_93,Q6UWL2
SeqId_9583_17,Q9Y225
SeqId_9584_105,Q99LC4
SeqId_9585_80,Q9H6B4
SeqId_9590_10,O14548
SeqId_9594_30,Q8TAD4
SeqId_9595_11,O60909
SeqId_9598_23,Q96PZ7
SeqId_9599_6,Q8IYJ0
SeqId_9600_55,Q9UPZ6
SeqId_9606_4,Q5VU65
SeqId_9607_39,Q6MZM9
SeqId_9609_25,Q9NSD4
SeqId_9613_16,Q99LC4
SeqId_9638_2,Q495A1
SeqId_9713_67,Q15198
SeqId_9715_15,O75054
SeqId_9719_145,P51512
SeqId_9723_105,Q9H8L6
SeqId_9728_4,Q9NPC3
SeqId_9730_22,Q8N2G8
SeqId_9735_44,P40200
SeqId_9738_7,Q96CS3
SeqId_9739_4,P43246
SeqId_9742_59,Q13838
SeqId_9744_139,Q8WW22
SeqId_9745_20,O60573
SeqId_9747_48,P27448
SeqId_9748_31,P21266
SeqId_9751_72,P67809
SeqId_9753_17,P15311
SeqId_9754_33,P16083
SeqId_9757_29,Q8N8S7
SeqId_9758_17,P62701
SeqId_9759_13,P14902
SeqId_9762_14,P50552
SeqId_9764_79,P52597
SeqId_9765_4,Q9NXR1
SeqId_9767_22,Q0D2K3
SeqId_9769_48,Q8NFT8
SeqId_9772_153,Q8NFZ4
SeqId_9773_15,Q8NC42
SeqId_9774_59,Q9ULK6
SeqId_9778_45,Q4KMG9
SeqId_9779_63,Q9BSE4
SeqId_9783_75,Q9NVH1
SeqId_9786_310,P46695
SeqId_9789_52,Q8WXH0
SeqId_9790_28,Q8IWQ3
SeqId_9793_145,Q8TDY8
SeqId_9794_17,Q96D53
SeqId_9796_4,P19835
SeqId_9799_3,Q99LC4
SeqId_9800_20,O95169
SeqId_9802_27,Q96AD5
SeqId_9804_11,Q99LC4
SeqId_9805_51,Q9NPR2
SeqId_9808_41,Q9UPQ9
SeqId_9815_5,Q07960
SeqId_9816_37,Q96CN7
SeqId_9819_110,Q07820
SeqId_9823_2,P00374
SeqId_9826_135,P49789
SeqId_9828_86,P07864
SeqId_9829_91,Q06520
SeqId_9830_109,Q9UKW4
SeqId_9831_12,Q9UN86
SeqId_9832_33,Q93099
SeqId_9834_62,P00325
SeqId_9835_16,P47895
SeqId_9836_20,P27707
SeqId_9837_60,P15559
SeqId_9838_4,Q15797
SeqId_9839_148,P58753
SeqId_9840_2,P60953
SeqId_9841_197,P22234
SeqId_9842_2,P35222
SeqId_9843_5,P12814
SeqId_9844_138,P35609
SeqId_9846_32,P52566
SeqId_9847_21,Q9GZN2
SeqId_9848_22,P51946
SeqId_9849_13,P27695
SeqId_9850_38,P47813
SeqId_9853_3,P09913
SeqId_9855_10,P61586
SeqId_9856_22,P49366
SeqId_9859_180,P21673
SeqId_9863_1,P67936
SeqId_9864_38,Q99614
SeqId_9865_40,P63146
SeqId_9867_23,O00757
SeqId_9869_28,P19838
SeqId_9870_17,P23381
SeqId_9872_23,P26232
SeqId_9873_17,P11474
SeqId_9874_28,P42772
SeqId_9875_107,Q96FV9
SeqId_9876_20,P09972
SeqId_9877_28,P46109
SeqId_9880_33,P48775
SeqId_9883_29,Q04760
SeqId_9884_8,Q9Y3C6
SeqId_9885_41,P10114
SeqId_9886_28,Q13426
SeqId_9887_40,Q7Z6E9
SeqId_9889_42,Q8TED9
SeqId_9893_27,P54368
SeqId_9894_13,Q9UM54
SeqId_9895_77,Q92889
SeqId_9896_21,P55316
SeqId_9897_9,Q14566
SeqId_9898_161,O14497
SeqId_9899_28,O43896
SeqId_9900_36,P12036
SeqId_9901_28,Q9GZT9
SeqId_9905_8,Q99LC4
SeqId_9906_21,Q9BQ16
SeqId_9907_216,O95271
SeqId_9909_4,Q99LC4
SeqId_9910_9,Q13126
SeqId_9913_4,Q9P2E9
SeqId_9916_146,Q9NT99
SeqId_9917_16,Q99LC4
SeqId_9918_23,P05937
SeqId_9923_6,Q07889
SeqId_9925_56,Q96GP6
SeqId_9926_4,P25815
SeqId_9927_96,Q8IZW8
SeqId_9928_125,O75829
SeqId_9929_16,P56937
SeqId_9930_48,O75899
SeqId_9931_20,P04264
SeqId_9932_49,O95754
SeqId_9933_49,Q9UN42
SeqId_9934_29,Q00169
SeqId_9936_27,Q8TBB1
SeqId_9937_7,P17302
SeqId_9940_35,Q4G0W2
SeqId_9941_70,Q9Y5F3
SeqId_9942_2,Q9UKK6
SeqId_9947_22,Q92547
SeqId_9950_229,P18627
SeqId_9951_36,Q9UKA2
SeqId_9952_57,Q00059
SeqId_9954_2,Q92617
SeqId_9955_40,Q8N7C7
SeqId_9956_7,Q13444
SeqId_9957_9,Q9Y508
SeqId_9959_60,Q9UK28
SeqId_9960_2,Q92609
SeqId_9962_1,Q9HBB8
SeqId_9963_19,Q9UN67
SeqId_9964_10,P0CAP1
SeqId_9969_8,Q86VW1
SeqId_9970_7,Q92575
SeqId_9971_5,Q7Z408
SeqId_9974_8,Q9NYJ7
SeqId_9979_13,Q86WK6
SeqId_9981_18,A2RU67
SeqId_9983_97,Q8N3Z0
SeqId_9984_12,Q96EC8
SeqId_9986_14,Q8N729
SeqId_9989_12,Q50LG9
SeqId_9993_11,O43296
SeqId_9994_217,P51164
SeqId_9995_6,P33316
SeqId_9997_12,Q92575
SeqId_9999_1,O14896
