seqid,uniprot
SeqId_16296_43,O75473
SeqId_16297_14,Q8WZ75
SeqId_16298_84,Q9UNK4
SeqId_16299_13,Q495A1
SeqId_16300_4,Q9NZC2
SeqId_16302_11,Q96DR5
SeqId_16304_6,Q9BXB1
SeqId_16305_10,P55287
SeqId_16307_22,Q6UXZ4
SeqId_16308_14,Q7Z6A9
SeqId_16309_30,Q9UK85
SeqId_16312_45,P55285
SeqId_16315_105,P17948
SeqId_16317_20,P32926
SeqId_16318_12,P37023
SeqId_16320_139,Q9NPF0
SeqId_16322_10,Q8WU39
SeqId_16323_8,Q9Y4C0
SeqId_16324_38,Q15399
SeqId_16535_61,P42212
SeqId_16536_3,P17096
SeqId_16551_14,P51692
SeqId_16558_2,Q99972
SeqId_16561_9,P04217
SeqId_16583_8,P50583
SeqId_16585_16,Q9C0J1
SeqId_16587_1,P05814
SeqId_16588_10,P11021
SeqId_16591_71,Q9BZP6
SeqId_16593_3,Q13158
SeqId_16594_44,Q9NVQ4
SeqId_16596_25,O76003
SeqId_16597_11,Q86SX6
SeqId_16599_38,Q9HCN4
SeqId_16605_2,P0C862
SeqId_16606_85,P15121
SeqId_16607_78,P06396
SeqId_16609_106,Q6UWL6
SeqId_16610_13,Q7Z4F1
SeqId_16612_28,O75056
SeqId_16613_3,Q12864
SeqId_16614_27,Q2MKA7
SeqId_16616_137,P13929
SeqId_16617_14,P31944
SeqId_16618_7,Q07108
SeqId_16620_26,O60449
SeqId_16621_77,Q8NCW5
SeqId_16746_12,P09529
SeqId_16748_1,P12645
SeqId_16749_79,P55107
SeqId_16751_15,P16860
SeqId_16753_46,P12110
SeqId_16754_40,O14936
SeqId_16755_195,Q9NR23
SeqId_16756_30,Q7Z4P5
SeqId_16758_96,P51858
SeqId_16760_2,Q9NPH9
SeqId_16763_11,O14960
SeqId_16765_52,P02775
SeqId_16768_3,P14923
SeqId_16769_20,P60763
SeqId_16770_3,P48304
SeqId_16773_29,Q8IX30
SeqId_16780_6,P0DMV8
SeqId_16781_2,Q8NFI3
SeqId_16785_45,Q01523
SeqId_16792_4,O15389
SeqId_16802_31,Q9NX40
SeqId_16803_4,P22676
SeqId_16805_5,O76074
SeqId_16807_35,P45378
SeqId_16809_1,O00746
SeqId_16810_3,P31150
SeqId_16814_13,Q13642
SeqId_16818_200,Q9H5V8
SeqId_16823_75,O95236
SeqId_16825_20,P54252
SeqId_16828_8,P12109
SeqId_16831_7,Q99704
SeqId_16836_1,Q02985
SeqId_16837_20,O15519
SeqId_16845_15,O95297
SeqId_16847_39,P20337
SeqId_16850_5,O15539
SeqId_16851_50,O43819
SeqId_16852_10,Q5T2W1
SeqId_16853_5,Q9NWW6
SeqId_16854_17,Q9Y4Z0
SeqId_16856_79,Q15555
SeqId_16857_2,P61019
SeqId_16858_384,Q96D15
SeqId_16859_100,Q9Y371
SeqId_16863_47,Q8TBE9
SeqId_16865_62,Q92804
SeqId_16867_76,Q00536
SeqId_16872_248,O43708
SeqId_16875_13,Q96A72
SeqId_16877_19,Q9Y3D2
SeqId_16882_27,Q9NRX4
SeqId_16883_57,P20338
SeqId_16885_49,Q9UPY8
SeqId_16887_29,Q9Y3E5
SeqId_16890_37,Q8N6G6
SeqId_16892_23,Q13822
SeqId_16899_59,Q96SU4
SeqId_16900_29,Q8NFP4
SeqId_16902_17,P11279
SeqId_16907_3,Q8N3J6
SeqId_16908_5,P23515
SeqId_16913_8,O00584
SeqId_16914_104,P08571
SeqId_16915_153,Q9H3S1
SeqId_16916_19,Q9H5Y7
SeqId_16918_198,O15455
SeqId_16919_1,P07108
SeqId_16922_53,Q9ULL4
SeqId_16923_20,P35080
SeqId_16926_44,P05186
SeqId_16927_9,P05160
SeqId_16932_5,P49888
SeqId_17137_160,P68871
SeqId_17138_8,P08263
SeqId_17140_57,Q9GZP0
SeqId_17145_1,P06702
SeqId_17148_7,P30043
SeqId_17150_8,P61604
SeqId_17151_84,Q14653
SeqId_17152_10,P43632
SeqId_17153_46,P43628
SeqId_17154_2,Q15185
SeqId_17155_1,Q9UK41
SeqId_17156_72,O15075
SeqId_17158_17,P62253
SeqId_17161_1,P39656
SeqId_17163_117,P12429
SeqId_17164_15,P09525
SeqId_17165_1,P02775
SeqId_17166_4,P55075
SeqId_17170_15,P10092
SeqId_17172_19,P02808
SeqId_17175_5,P52564
SeqId_17176_13,O75475
SeqId_17195_43,Q99933
SeqId_17196_5,Q16740
SeqId_17199_43,Q9NWT6
SeqId_17200_50,P43626
SeqId_17202_37,Q53EL6
SeqId_17204_17,P11086
SeqId_17205_21,P20339
SeqId_17209_27,O00204
SeqId_17210_2,P56279
SeqId_17224_12,P20774
SeqId_17231_1,P13796
SeqId_17319_1,Q8IZQ5
SeqId_17320_19,Q9NRN7
SeqId_17325_10,Q16774
SeqId_17326_44,Q9BVJ7
SeqId_17327_3,Q9BT09
SeqId_17329_2,Q9BUT1
SeqId_17331_138,Q96MU8
SeqId_17332_3,Q9NX46
SeqId_17333_20,P11310
SeqId_17335_18,P63027
SeqId_17336_54,Q70SY1
SeqId_17337_1,P25490
SeqId_17341_89,Q9BWD1
SeqId_17342_13,Q8TD06
SeqId_17343_6,O15079
SeqId_17344_23,Q9UBI4
SeqId_17345_12,Q8N4Q0
SeqId_17346_61,Q8NFU4
SeqId_17347_80,Q96BJ3
SeqId_17348_5,P57105
SeqId_17350_13,Q9UQN3
SeqId_17355_56,Q9H2B2
SeqId_17356_34,Q8WWZ1
SeqId_17357_33,Q9HD40
SeqId_17362_5,P40337
SeqId_17364_8,P08579
SeqId_17365_7,Q16773
SeqId_17366_6,Q96GG9
SeqId_17367_5,P16949
SeqId_17370_186,Q9NUJ1
SeqId_17372_5,Q13541
SeqId_17377_1,P42330
SeqId_17380_2,P61086
SeqId_17383_4,Q9NSY2
SeqId_17384_110,P08237
SeqId_17387_27,Q15653
SeqId_17391_10,Q96I25
SeqId_17393_13,P16219
SeqId_17396_23,P07327
SeqId_17397_8,Q8NBQ5
SeqId_17398_55,P09601
SeqId_17400_71,O14734
SeqId_17403_14,P45954
SeqId_17404_5,Q96KC2
SeqId_17405_2,Q9Y5K5
SeqId_17408_2,Q92871
SeqId_17410_5,O15182
SeqId_17411_55,Q92890
SeqId_17419_17,Q9UGI8
SeqId_17427_26,Q9NZ94
SeqId_17432_25,P27144
SeqId_17435_43,P13804
SeqId_17436_193,P78368
SeqId_17441_4,P09923
SeqId_17447_52,Q6FHJ7
SeqId_17449_23,P21926
SeqId_17450_51,P12081
SeqId_17451_13,O43521
SeqId_17453_34,P00450
SeqId_17454_15,Q8IUX8
SeqId_17455_42,P15328
SeqId_17456_53,Q8NBJ4
SeqId_17460_51,P20591
SeqId_17462_19,P10914
SeqId_17466_72,Q96CM8
SeqId_17467_1,Q9BPW9
SeqId_17468_1,Q9UMX1
SeqId_17474_106,O95619
SeqId_17475_18,Q96KB5
SeqId_17490_4,Q9H299
SeqId_17495_141,Q9NTG7
SeqId_17505_125,Q9UQQ1
SeqId_17509_6,P32754
SeqId_17510_7,P37108
SeqId_17511_10,P78346
SeqId_17512_2,Q13287
SeqId_17513_11,P50995
SeqId_17514_48,Q9UL25
SeqId_17515_6,P48723
SeqId_17516_7,P20336
SeqId_17671_58,Q9UNL4
SeqId_17672_184,P27352
SeqId_17673_34,Q9Y2D0
SeqId_17675_17,Q9NPJ3
SeqId_17676_13,Q15642
SeqId_17677_47,O95971
SeqId_17680_12,P54762
SeqId_17682_1,P15529
SeqId_17683_2,Q9P000
SeqId_17685_9,P06727
SeqId_17686_27,Q99426
SeqId_17691_1,O14773
SeqId_17692_2,O00478
SeqId_17693_2,Q14141
SeqId_17694_32,Q9UL46
SeqId_17696_1,Q86XR7
SeqId_17697_2,Q8WZ82
SeqId_17698_15,Q969T9
SeqId_17699_43,Q9UNS1
SeqId_17702_53,P22309
SeqId_17703_40,O75496
SeqId_17704_74,Q92598
SeqId_17706_4,Q13522
SeqId_17710_40,Q16890
SeqId_17711_13,P23763
SeqId_17712_7,Q13907
SeqId_17721_82,O60861
SeqId_17722_5,Q02790
SeqId_17724_3,Q9NZC7
SeqId_17725_37,Q9Y6N9
SeqId_17726_3,Q9NR31
SeqId_17727_1,O95997
SeqId_17728_61,O43633
SeqId_17729_20,Q16763
SeqId_17734_13,O43768
SeqId_17735_130,O95166
SeqId_17736_105,Q7Z2E3
SeqId_17737_7,P26440
SeqId_17738_7,Q9UBG3
SeqId_17739_1,Q16836
SeqId_17742_2,P10301
SeqId_17743_14,P49459
SeqId_17744_31,P62491
SeqId_17746_77,Q9Y3D6
SeqId_17747_45,Q13077
SeqId_17748_21,Q53FA7
SeqId_17750_8,P31350
SeqId_17751_68,P53674
SeqId_17752_24,P78540
SeqId_17755_5,O60701
SeqId_17756_69,P32321
SeqId_17757_86,Q9Y376
SeqId_17758_79,Q7Z4W1
SeqId_17760_128,P61964
SeqId_17761_2,Q9UKK9
SeqId_17764_108,P08134
SeqId_17765_3,O95149
SeqId_17766_5,P14598
SeqId_17768_50,Q9UJM8
SeqId_17769_28,Q8WW12
SeqId_17770_42,O43402
SeqId_17771_35,O75575
SeqId_17772_7,O15205
SeqId_17773_26,Q99747
SeqId_17774_38,P62318
SeqId_17775_8,Q9UI15
SeqId_17776_15,Q9BY49
SeqId_17777_31,Q96GA7
SeqId_17778_19,Q13637
SeqId_17781_191,Q9H492
SeqId_17782_23,P09110
SeqId_17783_9,Q96EY8
SeqId_17784_23,P60983
SeqId_17785_11,O43598
SeqId_17786_5,O95749
SeqId_17787_1,P30084
SeqId_17789_1,Q15274
SeqId_17791_25,P37235
SeqId_17792_158,P51649
SeqId_17793_4,O95057
SeqId_17794_6,O15305
SeqId_17795_176,O15116
SeqId_17796_15,P29218
SeqId_17797_1,Q13616
SeqId_17799_9,O95336
SeqId_17800_33,P57086
SeqId_17802_4,Q9NR45
SeqId_17804_102,Q9NVS9
SeqId_17805_35,O75940
SeqId_17806_6,O00560
SeqId_17808_37,Q9NQR4
SeqId_17811_78,O00338
SeqId_17812_2,Q93096
SeqId_17813_21,Q86WA6
SeqId_17814_8,O95861
SeqId_17816_58,P61601
SeqId_17817_22,Q9NX09
SeqId_17818_22,Q9Y2Z0
SeqId_17819_30,Q6P587
SeqId_17820_170,P58340
SeqId_17821_20,O60551
SeqId_17822_57,Q96A58
SeqId_17823_40,P62316
SeqId_17826_341,P29692
SeqId_17827_53,Q8TF09
SeqId_17828_3,Q9HCY8
SeqId_17829_2,Q9BQ50
SeqId_17832_12,Q9BXS1
SeqId_17835_28,P27216
SeqId_17836_17,Q96FQ6
SeqId_17837_5,O15247
SeqId_17843_30,Q9HAB8
SeqId_17849_6,Q9Y295
SeqId_17850_42,O43474
SeqId_17852_5,Q9Y570
SeqId_17854_33,P41227
SeqId_17855_28,P49798
SeqId_17856_23,Q9NPB1
SeqId_17857_6,P28330
SeqId_18156_7,Q9NT62
SeqId_18158_45,Q14790
SeqId_18160_2,P22061
SeqId_18162_167,Q9NWZ3
SeqId_18165_181,Q15819
SeqId_18166_4,P62745
SeqId_18170_46,P32322
SeqId_18172_71,Q9Y294
SeqId_18173_11,O95154
SeqId_18174_79,Q8WUM4
SeqId_18175_65,Q99536
SeqId_18177_49,Q13564
SeqId_18178_13,P49591
SeqId_18179_56,P52788
SeqId_18180_58,Q8WWV3
SeqId_18181_2,Q9Y5U2
SeqId_18182_24,P35558
SeqId_18183_3,Q5SW96
SeqId_18184_28,P49915
SeqId_18185_118,P05062
SeqId_18186_15,P26639
SeqId_18187_16,P45381
SeqId_18188_12,P50440
SeqId_18189_12,Q9BRG1
SeqId_18190_15,P57730
SeqId_18191_23,P43487
SeqId_18192_69,P43359
SeqId_18193_165,Q9UBU8
SeqId_18194_18,Q0Z7S8
SeqId_18195_3,Q8WV07
SeqId_18197_97,P17540
SeqId_18198_51,P09105
SeqId_18202_22,P11049
SeqId_18204_1,P23193
SeqId_18205_123,P43360
SeqId_18206_18,P28332
SeqId_18208_3,O95067
SeqId_18210_12,Q9Y657
SeqId_18213_30,Q969M7
SeqId_18214_2,P48507
SeqId_18215_5,Q9NWX6
SeqId_18216_22,Q14626
SeqId_18218_48,Q96F85
SeqId_18220_141,Q9HD15
SeqId_18222_34,Q9NR46
SeqId_18225_13,Q9NRV9
SeqId_18226_148,P20674
SeqId_18227_3,O75956
SeqId_18228_30,Q9Y3C1
SeqId_18231_147,Q9UKY0
SeqId_18232_42,P78356
SeqId_18235_16,A6NDG6
SeqId_18236_3,Q3ZCW2
SeqId_18237_29,Q9NQ35
SeqId_18240_6,P47874
SeqId_18241_18,P36551
SeqId_18242_8,Q15506
SeqId_18243_9,P30085
SeqId_18244_1,P20073
SeqId_18255_6,Q9UHQ9
SeqId_18257_64,P09132
SeqId_18259_15,P50222
SeqId_18261_34,Q8N6N6
SeqId_18264_12,Q86WR0
SeqId_18265_18,Q8IZ26
SeqId_18267_74,Q5XLA6
SeqId_18268_5,Q6NT46
SeqId_18270_10,Q12962
SeqId_18271_43,Q9NWU1
SeqId_18273_14,Q9UEU5
SeqId_18274_2,P84101
SeqId_18275_5,P50238
SeqId_18276_34,O95988
SeqId_18277_28,O43715
SeqId_18280_29,Q96FN9
SeqId_18282_1,P61952
SeqId_18284_77,Q8IX03
SeqId_18285_6,Q8NHG7
SeqId_18286_3,O95229
SeqId_18289_16,Q16663
SeqId_18290_6,P13928
SeqId_18291_8,P38936
SeqId_18294_26,P48431
SeqId_18295_102,Q9UBQ7
SeqId_18297_8,O14807
SeqId_18299_13,P04632
SeqId_18300_39,Q96QR8
SeqId_18301_10,Q69YI7
SeqId_18302_204,Q9H900
SeqId_18303_39,Q92686
SeqId_18304_19,Q9P287
SeqId_18306_1,O75781
SeqId_18307_71,Q9H2U2
SeqId_18308_30,Q8NFX7
SeqId_18309_18,O75390
SeqId_18310_26,P63302
SeqId_18311_44,O00399
SeqId_18312_68,Q9UGV2
SeqId_18313_4,Q7L266
SeqId_18315_38,Q96DX8
SeqId_18316_75,Q9UH03
SeqId_18317_111,O76080
SeqId_18318_98,Q99963
SeqId_18319_7,O00330
SeqId_18321_38,P13995
SeqId_18322_15,Q6NYC1
SeqId_18323_39,Q14194
SeqId_18324_61,P51687
SeqId_18326_50,P43361
SeqId_18327_6,Q9Y5X3
SeqId_18328_36,Q96C36
SeqId_18329_4,P11908
SeqId_18330_7,Q96G03
SeqId_18332_17,O14810
SeqId_18337_4,O60547
SeqId_18338_26,O75874
SeqId_18339_207,P49720
SeqId_18340_2,P28070
SeqId_18342_2,Q9Y617
SeqId_18343_10,Q9NUI1
SeqId_18347_15,P11047
SeqId_18348_89,Q14103
SeqId_18373_13,P35241
SeqId_18375_28,Q9UBH0
SeqId_18376_19,P08590
SeqId_18380_78,P02768
SeqId_18381_16,P05091
SeqId_18382_109,P21964
SeqId_18383_9,Q00688
SeqId_18385_4,O75832
SeqId_18386_36,P35754
SeqId_18387_7,P50502
SeqId_18389_11,P01562
SeqId_18392_19,Q9NZL9
SeqId_18395_5,P54922
SeqId_18396_10,Q08117
SeqId_18397_5,P17516
SeqId_18398_1,P51857
SeqId_18399_1,O43687
SeqId_18400_52,Q6NS38
SeqId_18401_18,Q96Q83
SeqId_18402_1,Q6DCA0
SeqId_18403_25,Q01433
SeqId_18404_22,Q6NXT1
SeqId_18405_117,P56377
SeqId_18407_36,Q9Y2Y0
SeqId_18408_26,P18085
SeqId_18409_61,P84085
SeqId_18410_26,Q8N4G2
SeqId_18411_83,Q9NXU5
SeqId_18413_24,P49703
SeqId_18414_26,Q9Y689
SeqId_18415_16,Q9H0F7
SeqId_18416_3,Q6T311
SeqId_18417_3,Q9HBK9
SeqId_18419_20,O15511
SeqId_18422_41,P53602
SeqId_18429_10,P12830
SeqId_18432_32,P11234
SeqId_18434_141,P62380
SeqId_18435_40,Q14CS0
SeqId_18449_33,Q13427
SeqId_18458_4,Q9H7Z7
SeqId_18483_36,P47224
SeqId_18813_15,Q9NUU7
SeqId_18814_21,P55103
SeqId_18817_50,P83916
SeqId_18819_21,P45877
SeqId_18821_9,P0C0L5
SeqId_18823_52,Q8N257
SeqId_18824_7,Q14240
SeqId_18829_4,P60842
SeqId_18830_1,Q8WWA0
SeqId_18831_6,Q96JA1
SeqId_18832_65,P0DJI9
SeqId_18833_76,Q15121
SeqId_18837_9,Q96EQ0
SeqId_18839_24,P01266
SeqId_18840_205,O14796
SeqId_18841_1,Q9UIV8
SeqId_18842_24,P62837
SeqId_18859_7,O60516
SeqId_18860_2,Q8N5S9
SeqId_18863_176,Q9Y4C5
SeqId_18864_7,P35030
SeqId_18866_8,Q96LZ3
SeqId_18868_7,Q13185
SeqId_18870_1,P07766
SeqId_18871_24,Q9BQI0
SeqId_18873_8,P31997
SeqId_18874_66,P49715
SeqId_18875_125,P02458
SeqId_18876_77,Q8NCG5
SeqId_18877_15,Q99439
SeqId_18878_15,O60565
SeqId_18880_81,P02461
SeqId_18881_7,P48960
SeqId_18882_7,Q9H4D0
SeqId_18883_4,P60981
SeqId_18884_22,Q9UDY4
SeqId_18886_28,Q8TD84
SeqId_18887_7,Q9Y5L3
SeqId_18888_37,A6NFH5
SeqId_18890_227,P02675
SeqId_18891_98,P32456
SeqId_18892_48,O75487
SeqId_18893_26,Q9Y653
SeqId_18894_1,P18283
SeqId_18895_54,Q03013
SeqId_18896_23,Q8IZP7
SeqId_18897_31,Q92769
SeqId_18898_36,Q5TGJ6
SeqId_18899_82,Q9Y3E1
SeqId_18900_37,P01112
SeqId_18901_26,P0DMV9
SeqId_18904_23,Q16566
SeqId_18905_5,P08779
SeqId_18907_97,P43629
SeqId_18909_11,Q96B26
SeqId_18910_45,O14910
SeqId_18913_3,P51946
SeqId_18914_188,Q99487
SeqId_18916_25,Q9BY32
SeqId_18917_53,P04746
SeqId_18918_86,P27815
SeqId_18921_30,P78562
SeqId_18922_27,P34810
SeqId_18925_24,P28066
SeqId_18926_7,P25788
SeqId_18927_14,Q6H3X3
SeqId_18928_10,Q8WXG8
SeqId_18930_28,O94813
SeqId_18931_40,O75094
SeqId_18932_84,Q9HAN9
SeqId_18933_4,P49221
SeqId_18934_50,P21980
SeqId_18935_14,O60602
SeqId_18938_3,P98155
SeqId_18942_11,P28065
SeqId_18943_4,Q8N8N7
SeqId_18945_11,Q08116
SeqId_18947_3,Q96PB8
SeqId_18950_13,P15153
SeqId_19108_50,P51608
SeqId_19109_32,Q8IYN2
SeqId_19110_6,Q9Y316
SeqId_19111_10,P61081
SeqId_19112_2,Q969E4
SeqId_19113_66,Q9UJC5
SeqId_19114_8,O00142
SeqId_19115_13,Q96DG6
SeqId_19116_1,Q8TDH9
SeqId_19117_3,Q96A00
SeqId_19118_47,Q92882
SeqId_19119_10,P35638
SeqId_19120_33,P14920
SeqId_19121_3,Q9UHD9
SeqId_19122_47,O14950
SeqId_19123_6,Q8NI38
SeqId_19124_9,Q8WVY7
SeqId_19125_26,P13861
SeqId_19126_4,Q9NQG5
SeqId_19127_1,O14558
SeqId_19129_15,Q2M296
SeqId_19130_81,P50452
SeqId_19131_184,Q01085
SeqId_19132_1,Q5T653
SeqId_19134_66,P53803
SeqId_19135_5,Q969T7
SeqId_19136_22,Q02252
SeqId_19139_3,O75031
SeqId_19141_22,P51397
SeqId_19142_39,Q9UJW3
SeqId_19143_38,Q6BCY4
SeqId_19144_9,P15884
SeqId_19145_4,Q8N565
SeqId_19147_6,Q9UHV8
SeqId_19148_58,O60220
SeqId_19150_20,O60256
SeqId_19152_4,P41236
SeqId_19153_53,Q15777
SeqId_19154_41,P07093
SeqId_19158_1,Q15004
SeqId_19159_9,Q9HCU8
SeqId_19161_1,Q9Y4E8
SeqId_19163_26,Q96AG4
SeqId_19166_15,P39019
SeqId_19168_71,O43586
SeqId_19169_88,O43427
SeqId_19170_25,Q9NRF9
SeqId_19173_5,Q8TCF1
SeqId_19174_141,Q7Z5G4
SeqId_19175_18,P49006
SeqId_19176_27,Q9NUQ9
SeqId_19177_7,Q7L9L4
SeqId_19180_38,Q9UBP9
SeqId_19183_164,P30050
SeqId_19187_21,O95630
SeqId_19188_21,Q99733
SeqId_19189_2,P54578
SeqId_19190_4,O14933
SeqId_19193_18,P61758
SeqId_19194_9,Q8TEA8
SeqId_19195_85,P46782
SeqId_19196_73,Q9BPY8
SeqId_19197_95,P24752
SeqId_19199_3,P52435
SeqId_19200_16,Q16718
SeqId_19202_10,Q06187
SeqId_19206_20,P36639
SeqId_19207_119,P55263
SeqId_19208_8,P27037
SeqId_19209_6,P25963
SeqId_19212_4,Q9UGM3
SeqId_19213_1,O60575
SeqId_19215_7,Q92597
SeqId_19219_71,P61970
SeqId_19222_124,P61020
SeqId_19223_6,P62820
SeqId_19224_5,O14602
SeqId_19225_11,Q8WV28
SeqId_19227_18,Q16520
SeqId_19228_11,O95816
SeqId_19229_92,Q86YM7
SeqId_19230_12,P30711
SeqId_19231_22,O75365
SeqId_19233_75,O00244
SeqId_19236_24,P53999
SeqId_19237_17,P30046
SeqId_19238_12,P15104
SeqId_19239_5,P84077
SeqId_19240_265,Q13442
SeqId_19241_31,P82980
SeqId_19242_21,O60925
SeqId_19243_2,Q9UHV9
SeqId_19247_1,P51668
SeqId_19249_18,Q15046
SeqId_19250_50,Q99417
SeqId_19251_56,P10124
SeqId_19252_67,P49721
SeqId_19253_82,Q8WUD1
SeqId_19254_125,P36959
SeqId_19255_124,Q9NPJ8
SeqId_19257_11,P09496
SeqId_19258_24,Q92947
SeqId_19259_176,P05198
SeqId_19260_4,O14908
SeqId_19261_12,Q9H190
SeqId_19262_219,P49748
SeqId_19263_147,P06730
SeqId_19264_6,P15927
SeqId_19265_9,P17987
SeqId_19266_35,Q13283
SeqId_19267_14,Q16775
SeqId_19270_26,P54577
SeqId_19271_64,P63096
SeqId_19272_9,Q9UBV8
SeqId_19273_3,P00390
SeqId_19274_80,Q13424
SeqId_19275_68,P51553
SeqId_19276_124,P62308
SeqId_19277_4,Q8NFU3
SeqId_19278_19,Q9H0U4
SeqId_19279_42,P09455
SeqId_19280_29,P61077
SeqId_19281_86,O15525
SeqId_19282_3,P51153
SeqId_19286_30,Q02045
SeqId_19287_59,O43583
SeqId_19289_29,P06132
SeqId_19290_5,P00492
SeqId_19291_2,O14958
SeqId_19293_6,O75436
SeqId_19294_26,Q9P021
SeqId_19295_32,P36873
SeqId_19296_51,Q01449
SeqId_19297_4,P11413
SeqId_19302_7,Q6P9H5
SeqId_19303_64,Q6UWS5
SeqId_19310_81,O14579
SeqId_19311_15,P22914
SeqId_19316_2,Q8IWL3
SeqId_19317_114,P15309
SeqId_19323_1,O00559
SeqId_19325_21,Q96IU4
SeqId_19327_31,O14929
SeqId_19328_51,O96017
SeqId_19329_31,Q9H422
SeqId_19331_18,Q9UQB8
SeqId_19332_1,Q9Y3A3
SeqId_19333_4,P61978
SeqId_19334_62,O95881
SeqId_19335_2,Q9UK76
SeqId_19338_3,Q8WZA0
SeqId_19341_36,Q9BR61
SeqId_19347_37,O43570
SeqId_19353_25,Q86WC4
SeqId_19356_20,Q6ZVM7
SeqId_19357_11,P51809
SeqId_19360_22,Q86UE6
SeqId_19361_78,O15232
SeqId_19364_163,P12004
SeqId_19365_11,O15382
SeqId_19366_8,Q7Z412
SeqId_19367_34,P42126
SeqId_19369_17,Q92830
SeqId_19370_30,Q9Y661
SeqId_19372_7,Q7Z553
SeqId_19373_3,P19105
SeqId_19374_72,P56278
SeqId_19376_74,P40261
SeqId_19377_14,O95897
SeqId_19379_154,O95716
SeqId_19381_7,Q2M5E4
SeqId_19383_131,Q9BW66
SeqId_19388_2,P55289
SeqId_19392_6,O94760
SeqId_19437_61,P15692
SeqId_19438_68,O95926
SeqId_19446_1,Q9P2T1
SeqId_19448_104,Q16831
SeqId_19467_3,Q9H477
SeqId_19482_11,Q9BSH5
SeqId_19483_16,Q06136
SeqId_19488_1,O75340
SeqId_19491_11,Q92506
SeqId_19492_5,Q9UBP8
SeqId_19496_1,Q9BXD5
SeqId_19503_2,O60493
SeqId_19504_22,P23919
SeqId_19506_6,Q6IB77
SeqId_19511_8,Q6PH85
SeqId_19516_10,P52926
SeqId_19518_12,P52790
SeqId_19523_215,Q99497
SeqId_19545_145,Q99497
SeqId_19553_14,Q16623
SeqId_19555_1,P61956
SeqId_19556_12,P17927
SeqId_19557_3,Q86Z14
SeqId_19558_10,O75096
SeqId_19560_23,Q9HCM2
SeqId_19561_216,Q9Y4D7
SeqId_19562_8,Q96RU2
SeqId_19563_3,Q9BYH1
SeqId_19564_61,Q15306
SeqId_19567_1,P00533
SeqId_19568_17,P40933
SeqId_19570_12,P55075
SeqId_19572_10,P53567
SeqId_19574_5,P05106
SeqId_19575_4,P19235
SeqId_19578_19,O60496
SeqId_19579_5,P59665
SeqId_19581_15,P24593
SeqId_19584_33,P31371
SeqId_19586_89,Q96E17
SeqId_19587_12,P52294
SeqId_19590_46,P35247
SeqId_19596_18,Q92994
SeqId_19601_15,Q96DX5
SeqId_19602_36,P17535
SeqId_19606_28,Q14623
SeqId_19612_3,P60033
SeqId_19614_8,P20061
SeqId_19615_213,Q9H0P0
SeqId_19616_100,Q9BUP0
SeqId_19617_5,Q14914
SeqId_19620_16,Q15700
SeqId_19622_7,P08476
SeqId_19623_26,P08865
SeqId_19631_13,P01042
SeqId_19635_69,Q14314
SeqId_19636_23,P17693
SeqId_19637_9,P06850
SeqId_19638_9,P01213
SeqId_19639_53,P10997
SeqId_19640_2,P01270
SeqId_2052_1,NA
SeqId_2053_2,NA
SeqId_2054_3,NA
SeqId_2055_4,NA
SeqId_2056_5,NA
SeqId_2057_6,NA
SeqId_2058_7,NA
SeqId_2060_9,NA
SeqId_2061_10,NA
SeqId_2171_12,NA
SeqId_2178_55,NA
SeqId_2182_54,P0C0L5
SeqId_2190_55,P03951
SeqId_2192_63,Q9Y4X3
SeqId_2194_91,NA
SeqId_2201_17,P39060
SeqId_2211_9,P01033
SeqId_2212_69,P00750
SeqId_2229_54,NA
SeqId_2247_20,P58294
SeqId_2249_25,NA
SeqId_2273_34,NA
SeqId_2278_61,P16035
SeqId_2288_7,NA
SeqId_2305_52,NA
SeqId_2312_13,NA
SeqId_2333_72,P01137
SeqId_2359_65,NA
SeqId_2381_52,P01031
SeqId_2418_55,P02649
SeqId_2421_7,P23560
SeqId_2429_27,P07360
SeqId_2430_52,NA
SeqId_2431_17,P08311
SeqId_2436_49,Q9H2A7
SeqId_2441_2,O15520
SeqId_2443_10,P55075
SeqId_2447_7,Q9NZK7
SeqId_2449_1,P39877
SeqId_2468_62,P78556
SeqId_2474_54,P02743
SeqId_2475_1,P10721
SeqId_2480_58,P35625
SeqId_2500_2,Q9Y264
SeqId_2505_49,O60609
SeqId_2513_7,NA
SeqId_2514_65,Q15768
SeqId_2515_14,O00451
SeqId_2516_57,O00585
SeqId_2524_56,P09429
SeqId_2558_51,P01189
SeqId_2567_5,P05156
SeqId_2571_12,P17936
SeqId_2578_67,P13500
SeqId_2579_17,P14780
SeqId_2580_83,P05164
SeqId_2585_2,P01236
SeqId_2590_69,Q01973
SeqId_2597_8,P15692
SeqId_2599_51,P41273
SeqId_2602_2,O15123
SeqId_2605_49,P28908
SeqId_2607_54,Q9UBD9
SeqId_2609_59,P01034
SeqId_2611_72,Q06418
SeqId_2612_5,P55010
SeqId_2614_28,P52798
SeqId_2615_60,P52803
SeqId_2616_23,P04626
SeqId_2617_56,P21860
SeqId_2618_10,Q15303
SeqId_2619_72,P09758
SeqId_2620_4,P40189
SeqId_2622_18,P30519
SeqId_2625_53,P07900
SeqId_2631_50,Q08334
SeqId_2632_5,P42701
SeqId_2633_52,P78552
SeqId_2634_2,P31785
SeqId_2635_61,Q6UX15
SeqId_2636_10,P36941
SeqId_2637_77,P22897
